bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,image_url
14911,Pride and Prejudice,Jane Austen,4.26,070898228X,9.78E+12,eng,533,18,5,12/1/1984,Charnwood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486639308l/14911._SY475_.jpg
14913,The Complete Novels of Jane Austen  Vol 1: Sense & Sensibility/Pride & Prejudice/Mansfield Park,Jane Austen,4.53,679600264,9.78E+12,eng,898,254,22,9/5/1992,Modern Library,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388736467l/14913.jpg
14914,Pride and Prejudice,Jane Austen/Pat Rogers,4.26,521825148,9.78E+12,eng,540,56,7,7/1/2006,Cambridge University Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348303631l/14914.jpg
14917,Desire and Duty: A Sequel to Jane Austen's Pride and Prejudice,Ted Bader/Marilyn Bader,2.86,965429903,9.78E+12,eng,286,114,9,2/1/1997,Revive Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388383814l/14917.jpg
14926,Emma,Jane Austen/James Kinsley/Adela Pinch,4,192802372,9.78E+12,eng,402,737,72,7/10/2003,Oxford University Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388203445l/14926.jpg
14927,Emma,Jane Austen,4,1587263963,9.78E+12,en-US,424,83,6,7/14/2006,Ann Arbor Media,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391314863l/14927.jpg
14930,Emma,Jane Austen/Prunella Scales,4,1572705329,9.78E+12,eng,15,28,3,5/5/2006,Audio Partners,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390672714l/14930.jpg
14934,Sense and Sensibility,Jane Austen/Claudia L. Johnson,4.07,039397751X,9.78E+12,eng,269,768,68,10/30/2001,W. W. Norton & Company,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618354111l/14934.jpg
14940,Who's Afraid of Virginia Woolf?,Edward Albee,4.08,451218590,9.78E+12,eng,272,53955,1041,8/1/2006,NAL,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962277l/14940.jpg
14941,To the Lighthouse,Virginia Woolf/Mark Hussey,3.78,156030470,9.78E+12,eng,242,514,59,8/1/2005,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435861573l/14941._SY475_.jpg
14942,Mrs. Dalloway,Virginia Woolf/Maureen Howard,3.79,151009988,9.78E+12,eng,194,176190,5595,10/28/2002,Houghton Mifflin Harcourt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646148221l/14942._SY475_.jpg
14943,A Room of One's Own,Virginia Woolf,4.14,1568493665,9.78E+12,eng,125,27,4,12/1/1994,Buccaneer Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1220913728l/14943.jpg
14945,Moments of Being: A Collection of Autobiographical Writing,Virginia Woolf/Jeanne Schulkind,4.26,156619180,9.78E+12,eng,230,1729,121,8/23/1985,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328875054l/14945.jpg
14946,The Complete Shorter Fiction of Virginia Woolf,Virginia Woolf/Susan Dick,4.05,156212501,9.78E+12,eng,345,747,36,6/1/1989,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639099827l/14946._SY475_.jpg
14947,The Diary of Virginia Woolf  Volume Two: 1920-1924,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.37,156260379,9.78E+12,eng,384,383,11,9/17/1980,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347329166l/14947.jpg
14948,A Writer's Diary,Virginia Woolf/Leonard Woolf,4.26,156027917,9.78E+12,eng,355,3345,133,3/31/2003,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639099172l/14948._SY475_.jpg
14951,The Autobiography of Alice B. Toklas,Gertrude Stein,3.59,141185368,9.78E+12,eng,272,255,31,4/26/2001,Penguin Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414528934l/14951.jpg
14959,Strange Fits of Passion,Anita Shreve,3.76,156031396,9.78E+12,eng,352,7423,390,10/4/2005,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441152264l/14959._SY475_.jpg
14960,Eden Close,Anita Shreve,3.66,156031337,9.78E+12,en-US,265,8661,447,10/4/2005,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324230174l/14960.jpg
14962,Where or When,Anita Shreve,3.3,156031272,9.78E+12,eng,241,6343,551,10/4/2005,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442539360l/14962._SY475_.jpg
14964,Body Surfing,Anita Shreve,3.32,316059854,9.78E+12,eng,291,16371,1538,4/24/2007,Little  Brown and Company,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388257738l/14964.jpg
14975,Labyrinth (Languedoc  #1),Kate Mosse,3.57,425213978,9.78E+12,eng,515,40300,2498,2/6/2007,Berkley Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546515370l/14975.jpg
14978,Labyrinth of Evil (Star Wars: The Dark Lord Trilogy  #1),James Luceno,3.84,345475739,9.78E+12,eng,370,5701,215,9/27/2005,Del Rey Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420792446l/14978.jpg
14981,Labyrinths: Selected Stories and Other Writings,Jorge Luis Borges/James E. Irby/Donald A. Yates/André Maurois,4.46,141184841,9.78E+12,eng,287,934,82,9/28/2000,Penguin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399342906l/14981._SY475_.jpg
14983,El laberinto,Kate Mosse/Claudia Conde,3.57,8408065874,9.79E+12,spa,626,52,6,1/1/2006,Planeta Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922458l/14983.jpg
14990,Spook: Science Tackles the Afterlife,Mary Roach,3.58,393329127,9.78E+12,en-US,311,30473,2399,9/26/2006,W.W. Norton & Company (NYC),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401287778l/14990.jpg
14995,Odd Thomas (Odd Thomas  #1),Dean Koontz,3.97,553384287,9.78E+12,eng,446,227884,6253,8/29/2006,Bantam,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388245669l/14995.jpg
14996,Brother Odd (Odd Thomas  #3),Dean Koontz,3.98,553804804,9.78E+12,eng,364,54120,2053,11/28/2006,Bantam,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406835501l/14996.jpg
15003,Rape: A Love Story,Joyce Carol Oates,3.57,786714824,9.78E+12,eng,154,3604,364,12/21/2004,Carroll & Graf Publishers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344293854l/15003.jpg
15004,First Love: A Gothic Tale,Joyce Carol Oates/Barry Moser/Erhan Sunar,3.19,088001508X,9.78E+12,eng,86,579,83,8/21/1997,Ecco,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923528l/15004.jpg
15012,The Haunted Screen: Expressionism in the German Cinema and the Influence of Max Reinhardt,Lotte H. Eisner,4.16,520024796,9.78E+12,eng,360,274,10,1/7/1974,University of California Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923967l/15012.jpg
15014,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson/Joseph Grenny/Ron McMillan/Al Switzler/Stephen R. Covey,4.03,71401946,9.78E+12,eng,240,40400,2256,7/9/2002,McGraw-Hill Education,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497193248l/15014._SY475_.jpg
15015,Conversations with God: An Uncommon Dialogue  Book 1,Neale Donald Walsch,4.18,399142789,9.78E+12,eng,240,26465,1276,10/29/1996,Berkley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327944254l/15015.jpg
15018,Conversations With God: An Uncommon Dialogue  Book 3,Neale Donald Walsch,4.21,1571741038,9.78E+12,eng,392,14583,178,12/3/2005,Hampton Roads Publishing Company,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440034217l/15018._SX318_.jpg
15019,Conversations With God: An Uncommon Dialogue  Book 2,Neale Donald Walsch,4.13,1571740562,9.78E+12,eng,263,21800,225,12/3/2005,Hampton Roads Publishing Company,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388328966l/15019.jpg
15021,Naked Conversations: How Blogs Are Changing the Way Businesses Talk with Customers,Robert Scoble/Shel  Israel,3.72,047174719X,9.78E+12,eng,251,547,32,1/1/2006,Wiley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348648177l/15021.jpg
15022,The Art of Civilized Conversation: A Guide to Expressing Yourself with Style and Grace,Margaret Shepherd/Penny Carter/Sharon Hogan,3.58,767921690,9.78E+12,en-US,228,457,72,12/27/2005,Three Rivers Press (CA),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441838476l/15022._SX318_.jpg
15023,Conversation: A History of a Declining Art,Stephen Miller,3.2,300110308,9.78E+12,eng,368,95,16,3/11/2006,Yale University Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328870008l/15023.jpg
15030,Bono: In Conversation with Michka Assayas,Michka Assayas,3.95,1573223093,9.78E+12,en-US,336,1490,137,4/21/2005,Riverhead Hardcover,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388263683l/15030.jpg
15034,Michael Powell: Interviews,David Lazar,3.95,1578064988,9.78E+12,eng,186,20,1,3/3/2003,University Press of Mississippi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348277654l/15034.jpg
15044,Art and Lies,Jeanette Winterson,3.86,679762701,9.78E+12,eng,240,3469,141,2/20/1996,Vintage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388209344l/15044.jpg
15045,Tanglewreck,Jeanette Winterson,3.46,1582349193,9.78E+12,eng,415,1684,202,7/1/2006,Bloomsbury Children's Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442785511l/15045._SY475_.jpg
15046,Weight: The Myth of Atlas and Heracles,Jeanette Winterson,3.77,1841957186,9.78E+12,eng,151,4326,392,10/5/2005,Canongate U.S.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405975290l/15046.jpg
15047,The Passion,Jeanette Winterson,4.11,802135226,9.78E+12,eng,176,15572,1008,8/7/1997,Grove Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187737l/15047.jpg
15048,Art Objects: Essays on Ecstasy and Effrontery,Jeanette Winterson,4.05,679768203,9.78E+12,eng,192,1760,100,2/4/1997,Vintage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403171165l/15048.jpg
15049,The World and Other Places: Stories,Jeanette Winterson,3.86,375702369,9.78E+12,eng,240,1962,110,6/20/2000,Vintage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403179771l/15049.jpg
15050,Sexing the Cherry,Jeanette Winterson,3.81,802135781,9.78E+12,eng,167,12684,627,8/10/1998,Grove Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328824090l/15050.jpg
15052,Lighthousekeeping,Jeanette Winterson,3.85,156032899,9.78E+12,eng,232,6229,497,4/3/2006,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328875027l/15052.jpg
15054,Written on the Body,Jeanette Winterson,4.07,679744479,9.78E+12,eng,192,20951,1361,2/1/1994,Vintage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924844l/15054.jpg
15058,I'm Telling You Stories: Jeanette Winterson and the Politics of Reading (Postmodern Studies 25),Helena Grice/Tim Woods,3.7,9042003405,9.79E+12,eng,136,10,2,1/1/1998,Brill/Rodopi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347982697l/15058.jpg
15060,Easy Riders  Raging Bulls: How the Sex-Drugs-And-Rock-'N'-Roll Generation Saved Hollywood,Peter Biskind,4.12,747544212,9.78E+12,eng,506,414,26,12/10/2014,Bloomsbury Publishing PLC,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348128298l/15060.jpg
15066,It's Only a Movie  Ingrid: Encounters on and Off Screen,Alexander  Walker,3.8,747230218,9.78E+12,eng,320,0,0,8/17/1989,Headline Book Publishing,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15073,Portraits of Murder: 47 Short Stories Chosen by the Master of Suspense,Alfred Hitchcock/Don Tothe,3.89,883657279,9.78E+12,en-US,512,81,7,8/1/2005,Galahad Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391646722l/15073.jpg
15075,The Art of Alfred Hitchcock: Fifty Years of His Motion Pictures,Donald Spoto,4.08,385418132,9.78E+12,en-US,496,468,18,12/1/1991,Anchor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920508l/15075.jpg
15082,The Complete Films Of Alfred Hitchcock,Robert A. Harris/Michael S. Lasky,4,806524278,9.78E+12,eng,256,18,0,12/1/2002,Citadel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348146597l/15082.jpg
15085,The Mystery of the Whispering Mummy (Alfred Hitchcock and The Three Investigators  #3),Robert Arthur/Alfred Hitchcock,3.84,394837681,9.78E+12,en-US,185,81,1,9/12/1985,Random House Books for Young Readers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319644943l/15085.jpg
15087,Alfred Hitchcock and the Making of Psycho,Stephen Rebello,3.9,714530034,9.78E+12,en-GB,224,13,0,1/1/1998,Marion Boyars Publishers Ltd,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347226229l/15087.jpg
15096,Five Quarters of the Orange,Joanne Harris,3.85,60958022,9.78E+12,eng,307,26258,1936,6/4/2002,Harper Perennial,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583190215l/15096.jpg
15098,Five Quarters of the Orange,Joanne Harris,3.85,61214604,9.78E+12,eng,336,582,74,1/2/2007,William Morrow Paperbacks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442213713l/15098._SY475_.jpg
15100,Sleep  Pale Sister,Joanne Harris,3.28,60787112,9.78E+12,en-US,396,2963,232,8/30/2005,William Morrow Paperbacks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441996339l/15100._SY475_.jpg
15101,Blackberry Wine,Joanne Harris,3.8,380815923,9.78E+12,eng,368,10721,617,12/23/2003,William Morrow Paperbacks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442203288l/15101._SY475_.jpg
15102,Gentlemen and Players,Joanne Harris,3.91,60559144,9.78E+12,eng,422,10511,1201,1/3/2006,William Morrow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428545269l/15102.jpg
15104,Blackberry Wine,Joanne Harris,3.8,552998001,9.78E+12,eng,334,506,55,4/1/2001,Black Swan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348775873l/15104.jpg
15110,The Lollipop Shoes (Chocolat  #2),Joanne Harris,3.83,385609485,9.78E+12,eng,464,200,27,5/2/2007,Doubleday,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213875699l/15110.jpg
15111,The French Kitchen: A Cookbook,Joanne Harris/Fran Warde,4.09,385607016,9.78E+12,eng,256,35,0,11/3/2003,Doubleday,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385313550l/15111.jpg
15124,Holy Madness: The Shock Tactics Radical Teachings Crazy Wise Adepts Holy Fools Rascal Gurus,Georg Feuerstein/Roger Walsh,3.71,140193707,9.78E+12,eng,320,16,2,10/1/1992,Penguin Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394422068l/15124.jpg
15136,The Adventuress,Audrey Niffenegger,3.33,081097052X,9.78E+12,eng,144,1058,148,9/1/2006,Abrams,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437831053l/15136._SX318_.jpg
15137,The Time Traveler's Wife,Audrey Niffenegger/William Hope/Laurel Lefkow,3.97,563504838,9.78E+12,eng,5,17,0,8/1/2005,BBC Audiobooks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348254785l/15137.jpg
15138,La mujer del viajero en el tiempo,Audrey Niffenegger/Silvia Alemany,3.97,307344835,9.78E+12,spa,608,20,2,12/6/2005,Random House Mondadori,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166670265l/15138._SY475_.jpg
15148,Ralph Ellison: A Biography,Arnold Rampersad,4.15,375408274,9.78E+12,eng,657,182,24,4/24/2007,Knopf Publishing Group,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408499143l/15148.jpg
15154,The Collectors (Camel Club  #2),David Baldacci,4.02,044653109X,9.78E+12,en-US,438,34462,1410,10/18/2006,Warner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166671030l/15154.jpg
15157,Saving Faith,David Baldacci,3.88,446608890,9.78E+12,eng,528,15509,671,9/1/2000,Vision,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190537l/15157.jpg
15160,Total Control,David Baldacci,4.08,033041965X,9.78E+12,eng,613,86,6,8/1/2003,Pan Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356443630l/15160.jpg
15167,She Got Up Off the Couch: And Other Heroic Acts from Mooreland  Indiana,Haven Kimmel,4.05,074328500X,9.78E+12,en-US,313,8769,935,2/1/2007,Free Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441926817l/15167._SY475_.jpg
15168,Orville: A Dog Story,Haven Kimmel/Robert Andrew Parker,4.13,061815955X,9.78E+12,en-US,32,159,39,9/22/2003,Clarion Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388943255l/15168.jpg
15170,The Solace Of Leaving Early,Haven Kimmel,3.79,7152531,9.78E+12,en-GB,315,87,15,11/3/2003,Flamingo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166671570l/15170.jpg
15173,The Used World,Haven Kimmel,3.63,743247787,9.78E+12,eng,308,1398,249,9/18/2007,Free Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388566388l/15173.jpg
15174,Something Rising,Haven Kimmel,3.61,743247779,9.78E+12,eng,288,1237,154,4/5/2005,Free Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403889679l/15174.jpg
15177,Bridge of Birds (The Chronicles of Master Li and Number Ten Ox  #1),Barry Hughart,4.29,345321383,9.78E+12,eng,278,9010,944,4/12/1985,Del Rey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940289l/15177.jpg
15186,American Film Guide,Frank N. Magill,0,893562505,9.78E+12,eng,5,0,0,1/1/1983,Salem Press Inc,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15190,Looking for God in Harry Potter,John Granger,4.13,1414306342,9.78E+12,eng,234,1347,94,2/17/2006,SaltRiver,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406513413l/15190.jpg
15194,Shades of Murder (Mitchell and Markby Village  #13),Ann Granger,3.88,747268037,9.78E+12,eng,404,260,25,2/1/2001,Headline,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389106885l/15194.jpg
15195,The Complete Maus,Art Spiegelman,4.55,141014083,9.78E+12,eng,296,111475,5966,10/2/2003,Penguin Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327354180l/15195.jpg
15196,Maus I: A Survivor's Tale: My Father Bleeds History (Maus  #1),Art Spiegelman,4.34,394541553,9.78E+12,eng,159,203013,4873,11/1/1991,Pantheon Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633636988l/15196.jpg
15209,Radical Chic & Mau-Mauing the Flak Catchers,Tom Wolfe,3.77,553380621,9.78E+12,eng,144,2288,106,10/5/1999,Bantam,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924181l/15209.jpg
15211,Katz und Maus,Günter Grass,3.54,3423118229,9.78E+12,ger,178,427,23,9/1/1999,Deutscher Taschenbuch Verlag,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479056862l/15211._SY475_.jpg
15216,Sorcery Rising (Fool's Gold  #1),Jude Fisher,3.56,756401100,9.78E+12,en-US,528,1313,52,7/1/2003,DAW,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388391341l/15216.jpg
15221,The Lord of the Rings: The Two Towers: Visual Companion,Jude Fisher/Viggo Mortensen,4.51,618258027,9.78E+12,eng,72,4524,23,11/6/2002,Houghton Mifflin Harcourt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423420279l/15221.jpg
15225,In the Green Star's Glow (Green Star  #5),Lin Carter,3.51,879972165,9.78E+12,eng,192,93,11,1/20/1976,DAW Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1233591865l/15225.jpg
15229,By the Light of the Green Star (Green Star  #3),Lin Carter,3.53,879971207,9.78E+12,eng,175,102,10,7/16/1974,DAW,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1231966669l/15229.jpg
15232,The Lord of the Rings: A Reader's Companion,Wayne G. Hammond/Christina Scull,4.35,618642676,9.78E+12,eng,416,4380,21,12/27/2005,Houghton Mifflin Harcourt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396781282l/15232.jpg
15239,The Lord of the Rings: Official Movie Guide,Brian Sibley,4.39,618154027,9.78E+12,eng,120,6356,21,11/6/2001,Houghton Mifflin Harcourt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385230417l/15239.jpg
15241,The Two Towers (The Lord of the Rings  #2),J.R.R. Tolkien/Peter S. Beagle,4.44,618346260,9.78E+12,eng,322,593467,5798,9/5/2003,Houghton Mifflin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661031399l/15241._SX318_.jpg
15245,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,7171994,9.78E+12,eng,554,265,5,11/6/2003,HarperCollins Publishers Ltd,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166672097l/15245.jpg
15249,The Lord of the Rings: The Return of the King - Visual Companion,Jude Fisher,4.59,7116268,9.78E+12,eng,72,26,3,11/6/2003,HarperCollins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353290532l/15249.jpg
15251,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,William M. Bass/Jon Jefferson,4.19,425198324,9.78E+12,eng,320,8481,451,10/5/2004,Berkley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309204605l/15251.jpg
15260,The Magical Worlds of Lord of the Rings: The Amazing Myths  Legends and Facts Behind the Masterpiece,David Colbert,4.08,425187713,9.78E+12,eng,208,2073,50,10/1/2002,Berkley Trade,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388649636l/15260.jpg
15273,The Rough Guide to Australia 7,Margo Daly/David Leffman/Anne Dehne/Chris   Scott,3.93,1843534754,9.78E+12,eng,1256,8,1,10/1/2005,Rough Guides,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389524936l/15273.jpg
15276,The Rough Guide to Vietnam,Rough Guides/Jan Dodd/Mark Lewis/Ron Emmons,3.89,1843536161,9.78E+12,eng,639,34,3,10/1/2006,Rough Guides,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391832750l/15276.jpg
15294,魔戒首部曲：魔戒現身,J.R.R. Tolkien/托爾金/Alan  Lee/朱學恆,4.36,9570823364,9.79E+12,zho,608,26,0,12/20/2001,聯經出版事業股份有限公司,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443518648l/15294.jpg
15295,A Gateway to Sindarin: A Grammar of an Elvish Language from J.R.R. Tolkien's Lord of the Rings,David Salo,3.73,874808006,9.78E+12,en-US,438,7,0,11/8/2004,University of Utah Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392199099l/15295.jpg
15298,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,618574972,9.78E+12,en-US,508,1635,74,6/1/2005,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388511694l/15298.jpg
15309,The Laughing Corpse (Anita Blake  Vampire Hunter  #2),Laurell K. Hamilton,4.12,425204669,9.78E+12,en-US,301,67686,1409,8/2/2005,Berkley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183342l/15309.jpg
15312,What the Corpse Revealed,Hugh    Miller,3.79,312975732,9.78E+12,eng,320,297,18,12/15/2000,St. Martin's True Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388246972l/15312.jpg
15314,Corpse: Nature  Forensics  and the Struggle to Pinpoint Time of Death,Jessica Snyder Sachs,3.93,738207713,9.78E+12,eng,270,937,70,10/17/2002,Basic Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388469895l/15314.jpg
15316,The Main Corpse (A Goldy Bear Culinary Mystery #6),Diane Mott Davidson,3.86,553574639,9.78E+12,en-US,384,315,22,7/1/1997,Bantam,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925874l/15316.jpg
15318,魔戒二部曲：雙城奇謀,J.R.R. Tolkien/托爾金/Alan  Lee/朱學恆,4.44,9570823372,9.79E+12,zho,467,24,0,12/20/2001,聯經出版事業股份有限公司,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443518545l/15318.jpg
15320,Exquisite Corpse,Poppy Z. Brite,3.75,684836270,9.78E+12,eng,240,8582,574,8/20/1997,Gallery Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335725856l/15320.jpg
15330,The Return of the King (The Lord of the Rings  #3),Brian Sibley/J.R.R. Tolkien,4.35,563536594,9.78E+12,eng,1,17,3,3/4/2002,BBC Audiobooks Ltd,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348558750l/15330.jpg
15331,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.36,618574948,9.78E+12,eng,506,1323,121,6/1/2004,Houghton Mifflin Company,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526915844l/15331.jpg
15336,The Lord of the Rings / The Hobbit,J.R.R. Tolkien,4.59,7144083,9.78E+12,eng,1600,141,5,10/7/2002,Collins Modern Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166672249l/15336.jpg
15348,Bored of the Rings: A Parody of J.R.R. Tolkien's Lord of the Rings,The Harvard Lampoon/Henry N. Beard/Douglas C. Kenney,3.13,451452615,9.78E+12,eng,149,4438,301,7/1/1993,Roc Trade,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309287397l/15348.jpg
15351,The Return of the Shadow: The History of The Lord of the Rings  Part One (The History of Middle-Earth  #6),J.R.R. Tolkien/Christopher Tolkien,4.03,061808357X,9.78E+12,eng,512,2343,92,9/1/2000,Houghton Mifflin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388559140l/15351.jpg
15361,Les Deux Tours (Le Seigneur des Anneaux  #2),J.R.R. Tolkien/Francis Ledoux,4.44,2266118013,9.78E+12,fre,471,75,2,10/8/2001,Pocket,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166672300l/15361._SY475_.jpg
